TRACT	APN	ISSUEDATE	LOT	FOLDERNUMBER	OWNERNAME	CONTRACTOR	APPLICANT	JOBLOCATION	PERMITAPPROVALS	SUBCODE	SUBDESC	WORKCODE	WORKDESC	CENSUSCODE	PERMITVALUATION	REROOFVALUATION	SQFT	DWELLUNITS	FOLDERRSN	SWIMMINGPOOL	SEWER	ENTERPRISE	PERMITFLAG
5732	25438042	4/24/2001	201	2001-055051-000-00-RS	 	  	NONE	1954 COMMODORE DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	823881	N	N	N	NNNN
0	00000000	4/24/2001	0	2001-055034-000-00-CI	 	  	NONE	5385 CAMDEN AV   (BEPM)	BPME			30	Additions/Alterations		0	0	0	0	823877	N	N	Y	NNNN
0	38137007	4/24/2001	0	2001-055093-000-00-CI	 	 JOSE ZUNIGA	NONE	1585 SARATOGA AV   (E)	E			30	Additions/Alterations		0	0	0	0	809173	N	N	Y	NNNN
0	52733016	4/24/2001	0	2001-055044-000-00-CI	 	  	NONE	1757 BLOSSOM HILL RD   (BP)	BP			70	Demolition	649	0	0	0	0	801602	N	N	Y	NNNN
1739	48609031	4/24/2001	350	2001-055070-000-00-RS	 	 PETER GIUDICE	NONE	1634 SCOTTY ST   (E)	E			140	New Construction		0	0	0	0	823955	N	N	N	NNNN
0	25919016	4/24/2001	16	2001-055037-000-00-RS	 	  	NONE	130 HOBSON ST   (E)	E			140	New Construction		0	0	0	0	823878	N	N	N	NNNN
		4/24/2001		2001-072053-000-00-BD	 	NONE	NONE	137 SUNOL ST 	BPME						0	0	0	0	824009	N	N	N	NNNN
		4/24/2001		2001-055089-001-00-BD	 	NONE	NONE	4929 HARMONY WY 	BME						0	0	0	0	823962	N	N	N	NNNN
		4/24/2001		2001-052716-001-00-BD	 	NONE	NONE	217 KONA PL 	M						0	0	0	0	823943	N	N	N	NNNN
		4/24/2001		2001-021357-000-00-BD	 	NONE	SHUMAN JOHN D AND ALISON N   	4997 BELA DR  4997  BELA DR 	E-Complete	4054	Online Permits	30	Additions/Alterations		0	0	0	0	873720	N	N	N	NNNY
		4/24/2001		2001-021347-000-00-BD	 	NONE	NONE	1833 OCALA AV 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824109	N	N	N	NNNN
		4/24/2001		2001-021346-000-00-BD	 	NONE	NONE	6090 MONTEVERDE DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824108	N	N	N	NNNN
		4/24/2001		2001-021348-000-00-BD	 	NONE	NONE	1531 GOODY LN 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824107	N	N	N	NNNN
		4/24/2001		2001-021360-000-00-BD	 	NONE	NONE	6029 CROSSMONT CT 	M	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824037	N	N	N	NNNN
		4/24/2001		2001-021359-000-00-BD	 	NONE	NONE	2837 AETNA WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823947	N	N	N	NNNN
		4/24/2001		2001-021358-000-00-BD	 	NONE	NONE	1159 CHERRYVIEW LN 	E	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823946	N	N	N	NNNN
		4/24/2001		2001-021355-000-00-BD	 	NONE	NONE	6305 BLAUER LN 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823945	N	N	N	NNNN
		4/24/2001		2001-021354-000-00-BD	 	NONE	NONE	1157 RAPOSA DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823944	N	N	N	NNNN
		4/24/2001		2001-021353-000-00-BD	 	NONE	NONE	6259 SAGER WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823942	N	N	N	NNNN
		4/24/2001		2001-021352-000-00-BD	 	NONE	NONE	6134 VIA DE LAS ABEJAS  	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823940	N	N	N	NNNN
		4/24/2001		2001-021351-000-00-BD	 	NONE	NONE	787 SPICEWOOD CT 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823939	N	N	N	NNNN
		4/24/2001		2001-021350-000-00-BD	 	NONE	NONE	72 CHERRY BLOSSOM DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823938	N	N	N	NNNN
		4/24/2001		2001-021349-000-00-BD	 	NONE	NONE	2834 BUENA KNOLL CT 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823937	N	N	N	NNNN
		4/24/2001		2001-021345-000-00-BD	 	NONE	NONE	3191 WHITELEAF CT 	ME	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823936	N	N	N	NNNN
		4/24/2001		2001-021344-000-00-BD	 	NONE	NONE	1365 STANWOOD DR 	M	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823935	N	N	N	NNNN
		4/24/2001		2001-021343-000-00-BD	 	NONE	NONE	6409 MCABEE RD 	ME	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823934	N	N	N	NNNN
		4/24/2001		2001-021356-000-00-BD	 	NONE	NONE	452 SANTA MESA DR 	M	4054	Online Permits	30	Additions/Alterations		0	0	0	0	823916	N	N	N	NNNN
0	24958015	4/24/2001	51	2001-055086-000-00-RS	 	 JOSE ZUNIGA	NONE	319 16TH ST   (BEP)	BPE	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824476	N	N	N	NNNN
0	44614066	4/24/2001	0	2001-055030-000-00-RS	 	 BILL MYATT	 BILL MYATT	1521 FOXWORTHY AV   (BE)NEW WINDOW & SLIDING DOOR.	B-Complete, E-Complete	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823995	N	N	N	YNNY
4084	65917025	4/24/2001	34	2001-055056-000-00-RS	 	 JOSE ZUNIGA	NONE	2916 REMINGTON WY   (BP)	BP	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823974	N	N	N	NNNN
3064	52733025	4/24/2001	6	2001-055054-000-00-RS	 	 JOSE ZUNIGA	NONE	5575 HARWOOD RD   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823961	N	N	N	NNNN
1739	48609031	4/24/2001	350	2001-055066-000-00-RS	 	 PETER GIUDICE	NONE	1634 SCOTTY ST   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823953	N	N	N	NNNN
0	42904089	4/24/2001	1	2001-055050-000-00-RS	 	 JOSE ZUNIGA	NONE	1238 SETTLE AV   (BE)	BE	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823952	N	N	N	NNNN
7551	69035001	4/24/2001	0	2001-055080-000-00-RS	 	  	NONE	5352 BORNEO CL   (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823933	N	N	N	NNNN
8419	67855022	4/24/2001	114	2001-055082-001-00-RS	 	 JOSE ZUNIGA	NONE	7382 PRINDIVILLE DR   (BEM)	BME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823918	N	N	N	NNNN
1119	43941053	4/24/2001	29	2001-055033-000-00-RS	 	  	NONE	2742 THRASHER LN   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823891	N	N	N	NNNN
2130	56914090	4/24/2001	65	2001-055029-000-00-RS	 	 BILL MYATT	NONE	1541 ARBUTUS DR   (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823887	N	N	N	NNNN
2386	30745028	4/24/2001	14	2001-055041-000-00-RS	 	ALL SEASONS PATIO ENCLOSURES   	NONE	1677 HAYFORD DR   (BE)	BE	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823883	N	N	N	NNNN
5937	70161048	4/24/2001	87	2001-055028-000-00-RS	 	 JOSE ZUNIGA	NONE	736 DALEWOOD CT   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	819160	N	N	N	NNNN
2011	40301083	4/24/2001	20	2001-055089-000-00-RS	 	 JOSE ZUNIGA	NONE	4929 HARMONY WY   (BEM)	BME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	814198	N	N	N	NNNN
1725	41915022	4/24/2001	86	2001-055095-000-00-RS	 	  	NONE	4270 LEIGH AV   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	807650	N	N	N	NNNN
5415	70818018	4/24/2001	125	2001-055038-000-00-RS	 	 JOSE ZUNIGA	 SCOTT SCHROEDER	305 BRIGGS CT   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	801601	N	N	N	NNNN
8990	68057047	4/24/2001	91	2001-055045-000-00-RS	 	  	  BUTT	5305 CANYON HILLS LN  BUTT POOL (BEP)		4030	Single Family	140	New Construction	101	0	0	0	0	823880	N	N	N	NNNN
0	46738102	4/24/2001	0	2001-055060-000-00-RS	 	 JOSE ZUNIGA	NONE	155 19TH ST  (BEPM 100%) NEW SFR 	BPME	4030	Single Family	140	New Construction	101	0	0	0	0	792574	N	N	N	NNNN
6481	67674015	4/24/2001	247	2001-055019-000-00-RS	 	  	NONE	3929 HOMEPARK CT   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	824003	N	N	N	NNNN
1494	42118042	4/24/2001	48	2001-055047-000-00-RS	 	  	NONE	5000 ESTHER DR   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823960	N	N	N	NNNN
5669	58926018	4/24/2001	197	2001-055020-000-00-RS	 	  	NONE	2790 WEXFORD DR   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823898	N	N	N	NNNN
309	42950059	4/24/2001	22	2001-055072-000-00-RS	 	  	NONE	1572 CAMINO MONDE    (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823893	N	N	N	NNNN
5325	60133076	4/24/2001	12	2001-055048-000-00-RS	 	  	NONE	578 HOBIE LN   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823886	N	N	N	NNNN
574	27453038	4/24/2001	79	2001-055042-000-00-RS	 	NONE	MORENCY GUY AND MICHELLE   	2469 WALNUT GROVE AV  (E 100%) SERVICE UPGRADE	E	4030	Single Family	310	Sub-Trades Only		0	0	0	0	823895	N	N	N	NNNN
0		4/24/2001	0	2001-055024-000-00-CI	 	  	NONE	990 STORY RD  Suite: 60 THANH SON FAST FOOD (PM 100%) FINISH INTERIOR	PM	4027	Restaurant	80	Finish Interior		0	0	0	0	823920	N	N	Y	NNNN
0	70609104	4/24/2001	2	2001-055078-000-00-CI	 	 JOSE ZUNIGA	NONE	6377 SAN IGNACIO AV   (B)	B	4022	Office	140	New Construction	324	0	0	0	0	824707	N	N	Y	NNNN
1982	27910008	4/24/2001	10	2001-055039-000-00-MF	 	 JOSE ZUNIGA	NONE	3009 VAN SANSUL AV   (P)	P	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	823897	N	N	N	NNNN
0	43948007	4/25/2001	0	2001-055111-000-00-MF	 	  	NONE	2871 OLD ALMADEN RD   (B)	B	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	801599	N	N	N	NNNN
0		4/25/2001	0	2001-055136-000-00-MF	 	 JOSE ZUNIGA	NONE	3448 CORTESE CL   (P)	P	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	824462	N	N	N	NNNN
0	70401013	4/25/2001	0	2001-055135-000-00-MF	 	  	NONE	6171 CAMINO VERDE DR   (P)	P	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	818552	N	N	N	NNNN
0		4/25/2001	0	2001-055137-000-00-MF	 	 JOSE ZUNIGA	NONE	3466 CORTESE CL   (P)	P	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	824463	N	N	N	NNNN
0		4/25/2001	0	2001-055139-000-00-MF	 	 JOSE ZUNIGA	NONE	3450 CORTESE CL   (P)	P	4000	Apartment/Condo	30	Additions/Alterations	434	0	0	0	0	824464	N	N	N	NNNN
0		4/25/2001	0	2001-055096-000-00-CI	 	  	NONE	5600 COTTLE RD  Bldg: 100  (E)	E	4018	Manufacturing	30	Additions/Alterations		0	0	0	0	792579	N	N	Y	NNNN
0		4/25/2001	0	2001-055158-000-00-CI	 	  	NONE	51 DAGGETT DR   (M)	M	4018	Manufacturing	30	Additions/Alterations		0	0	0	0	792580	N	N	Y	NNNN
0	00000000	4/25/2001	0	2001-055131-000-00-RS	 	  	NONE	3562 COUR DE CHARLES    (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824297	N	N	N	NNNN
0	00000000	4/25/2001	0	2001-055128-000-00-RS	 	  	NONE	3620 PLACE DE LOUIS    (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824296	N	N	N	NNNN
0	00000000	4/25/2001	0	2001-055130-000-00-RS	 	  	NONE	3561 COUR DE CHARLES    (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824295	N	N	N	NNNN
0	00000000	4/25/2001	0	2001-055134-000-00-RS	 	  	NONE	3586 COUR DE CHARLES    (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824294	N	N	N	NNNN
0	00000000	4/25/2001	0	2001-055124-000-00-RS	 	  	NONE	3556 COUR DE CHARLES    (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	824293	N	N	N	NNNN
6372	42129058	4/25/2001	11	2001-055142-000-00-RS	 	  	NONE	2391 LASCAR CT   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	818144	N	N	N	NNNN
0	00000000	4/25/2001	0	2001-055126-000-00-RS	 	  	NONE	1455 MCKENDRIE ST   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	813846	N	N	N	NNNN
1480	42110052	4/25/2001	121	2001-055150-000-00-RS	 	 JOSE ZUNIGA	NONE	2314 SAMARITAN DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	809170	N	N	N	NNNN
8990	68056020	4/25/2001	34	2001-055127-000-00-RS	 	 JOSE ZUNIGA	NONE	5362 BEAUMONT CANYON DR   (BEP)	BPE	4030	Single Family	140	New Construction	101	0	0	0	0	824072	N	N	N	NNNN
2916	44219035	4/25/2001	38	2001-055120-000-00-RS	 	  	NONE	1926 QUEBEC WY  GENNA (BEP)	BPE	4030	Single Family	140	New Construction	101	0	0	0	0	823972	N	N	N	NNNN
9240	676-02-016	4/25/2001	79	2001-055103-000-00-RS	 	PONDERSOSA HOMES II, INC.   	PONDERSOSA HOMES II, INC.   	1760 INDIGO OAK LN  New SFR w/garage (BEPM)LOT 79	BPME	4030	Single Family	140	New Construction	101	0	0	0	0	801604	N	N	N	NNNN
2407	37205008	4/25/2001	66	2001-055100-000-00-RS	 	  	NONE	6889 CHIALA LN   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823989	N	N	N	NNNN
0	24954055	4/25/2001	0	2001-055101-000-00-RS	 	  	NONE	315 13TH ST   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823988	N	N	N	NNNN
5603	40354004	4/25/2001	4	2001-055099-000-00-RS	 	  	NONE	4874 ROUNDTREE DR   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	823967	N	N	N	NNNN
0	48127011	4/25/2001	0	2001-055165-000-00-RS	 	  	NONE	1775 KAMMERER AV   (B)	B	4030	Single Family	220	ReRoof		0	0	0	0	807648	N	N	N	NNNN
0	25943072	4/25/2001	0	2001-055152-000-00-CI	 	  	NONE	333 SAN CARLOS ST  METLIFE (BEM)	BME	4022	Office	30	Additions/Alterations		0	0	0	0	824063	N	N	Y	NNNN
0		4/25/2001	0	2001-055148-000-00-CI	 	  	NONE	4400 1ST ST   (E)	E	4022	Office	140	New Construction	324	0	0	0	0	819315	N	N	Y	NNNN
2190	48134065	4/25/2001	18	2001-055118-000-00-RS	 	 JOSE ZUNIGA	NONE	2209 TIARA DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823966	N	N	N	NNNN
0	26436119	4/25/2001	0	2001-055170-000-00-RS	 	 JOSE ZUNIGA	NONE	54 UNION ST   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	823964	N	N	N	NNNN
5457	59529030	4/25/2001	9	2001-055149-000-00-RS	 	  	NONE	3305 ONSLOW WY   (B)	B	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	805362	N	N	N	NNNN
2205	48446018	4/25/2001	412	2001-055141-000-00-RS	 	 JOSE ZUNIGA	NONE	2609 HIGHWOOD DR   (BEPM)	BPME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	801608	N	N	N	NNNN
3405	40413029	4/25/2001	28	2001-055129-000-00-RS	 	 JOSE ZUNIGA	NONE	4173 ACAPULCO DR   (BE M)	BME	4030	Single Family	30	Additions/Alterations	434	0	0	0	0	801600	N	N	N	NNNN
0	30507018	4/25/2001	0	2001-055156-000-00-RS	 	  	NONE	3300 PAYNE AV   (BP)	BP	4030	Single Family	70	Demolition	645	0	0	0	0	824234	N	N	N	NNNN
0	30507020	4/25/2001	0	2001-055154-000-00-RS	 	  	NONE	3280 PAYNE AV   (BP)	BP	4030	Single Family	70	Demolition	645	0	0	0	0	824233	N	N	N	NNNN
6855	56953024	4/25/2001	25	2001-055164-000-00-RS	 	  	NONE	4934 PASEO TRANQUILLO   PASEO TRANQUILLO (BEPM 100%) NEW SFR LOT 6	BPME	4030	Single Family	140	New Construction	101	0	0	0	0	824116	N	N	N	NNNN
6855	56953024	4/25/2001	25	2001-055167-000-00-RS	 	  	NONE	4936 PASEO TRANQUILLO   New SFD (BEPM) 100% LOT 2	BPME	4030	Single Family	140	New Construction	101	0	0	0	0	824115	N	N	N	NNNN
6741	23706079	4/25/2001	8	2001-055143-000-00-CI	 	 JOSE ZUNIGA	NONE	842 JURY CT   (B)	B			30	Additions/Alterations		0	0	0	0	824298	N	N	Y	NNNN
0	47211067	4/25/2001	0	2001-055175-000-00-CI	 	  	NONE	1111 STORY RD  CINGULAR WIRELESS (BE)	BE			30	Additions/Alterations		0	0	0	0	824123	N	N	Y	NNNN
0		4/25/2001	0	2001-055121-000-00-RS	 	  	NONE	1254 MIRABEAU LN   (E)	E			30	Additions/Alterations	434	0	0	0	0	824114	N	N	N	NNNN
0		4/25/2001	0	2001-055123-000-00-RS	 	  	NONE	1279 MIRABEAU CT   (E)	E			30	Additions/Alterations	434	0	0	0	0	824113	N	N	N	NNNN
0		4/25/2001	0	2001-055122-000-00-CI	 	  	NONE	3000 ORCHARD PY   (E)	E			30	Additions/Alterations		0	0	0	0	824065	N	N	Y	NNNN
3762	44217017	4/25/2001	32	2001-055155-000-00-RS	 	  	NONE	1927 CRESTMONT DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	824062	N	N	N	NNNN
1394	41421036	4/25/2001	6	2001-055102-000-00-RS	 	  	NONE	3130 JENNIFER WY   (E)	E			30	Additions/Alterations	434	0	0	0	0	823987	N	N	N	NNNN
5031	65433052	4/25/2001	184	2001-055112-000-00-MF	 	  	NONE	1923 MOUNTAIN CREEK CT   (M)	M			30	Additions/Alterations	434	0	0	0	0	823986	N	N	N	NNNN
0	23722066	4/25/2001	2	2001-055166-000-00-CI	 	  	NONE	2480 1ST ST   (B)	B			30	Additions/Alterations		0	0	0	0	823982	N	N	Y	NNNN
0		4/25/2001	0	2001-055113-000-00-CI	 	  	NONE	1190 13TH ST   (P)	P			30	Additions/Alterations		0	0	0	0	823976	N	N	Y	NNNN
0	66021021	4/25/2001	0	2001-055161-000-00-CI	 	  	NONE	4888 SAN FELIPE RD   (E)	E			30	Additions/Alterations		0	0	0	0	823968	N	N	Y	NNNN
0	00000000	4/25/2001	0	2001-055172-000-00-CI	 	  	NONE	142 CHARCOT AV   (BM)	BM			30	Additions/Alterations		0	0	0	0	819163	N	N	Y	NNNN
1369	41423006	4/25/2001	30	2001-055163-000-00-RS	 	  	NONE	3177 NEW JERSEY AV   (E)	E			30	Additions/Alterations	434	0	0	0	0	811423	N	N	N	NNNN
4632	68507025	4/25/2001	83	2001-055115-000-00-RS	 	  	NONE	5141 DEREK DR   (P)	P			30	Additions/Alterations	434	0	0	0	0	807653	N	N	N	NNNN
1630	44713024	4/25/2001	119	2001-055162-000-00-RS	 	  	NONE	1750 LEDGEWOOD DR   (E)	E			30	Additions/Alterations	434	0	0	0	0	807652	N	N	N	NNNN
0	43909077	4/25/2001	0	2001-055119-000-00-CI	 	  	NONE	2049 LINCOLN AV   (E)	E			30	Additions/Alterations		0	0	0	0	807651	N	N	Y	NNNN
0	43909077	4/25/2001	0	2001-055125-000-00-CI	 	  	NONE	1105 MALONE RD   (E)	E			30	Additions/Alterations		0	0	0	0	807649	N	N	Y	NNNN
1480	42110044	4/25/2001	113	2001-055133-000-00-RS	 	  	NONE	2358 ELESTER CT   (P)	P			30	Additions/Alterations	434	0	0	0	0	807647	N	N	N	NNNN
8841	67926005	4/25/2001	5	2001-055151-000-00-RS	 	 JOSE ZUNIGA	NONE	4927 FORMBY CT   (EP)	PE			30	Additions/Alterations	434	0	0	0	0	805364	N	N	N	NNNN
3197	58106034	4/25/2001	111	2001-055153-000-00-RS	 	  	NONE	6553 FALL RIVER DR   (EPM)	PME			30	Additions/Alterations	434	0	0	0	0	805363	N	N	N	NNNN
1095	44706058	4/25/2001	178	2001-055157-000-00-RS	 	 PHIL 	NONE	3126 FRANELA DR   (M)	M			30	Additions/Alterations	434	0	0	0	0	805360	N	N	N	NNNN
2161	47731044	4/25/2001	9	2001-055098-000-00-RS	 	  	NONE	1218 CARNELIAN DR   (P)	P			30	Additions/Alterations	434	0	0	0	0	801598	N	N	N	NNNN
0	24111006	4/25/2001	0	2001-055169-000-00-CI	 	 JOSE ZUNIGA	NONE	901 COMMERCIAL ST   (BEM)	BME			30	Additions/Alterations		0	0	0	0	792577	N	N	Y	NNNN
0	26449038	4/25/2001	0	2001-055114-000-00-RS	 	  	NONE	509 WILLOW ST   (P)	P			30	Additions/Alterations	434	0	0	0	0	792576	N	N	N	NNNN
0	24418021	4/25/2001	43	2001-055146-000-00-CI	 	  	NONE	2393 QUME DR   (B)	B			30	Additions/Alterations		0	0	0	0	781335	N	N	Y	NNNN
0	46724027	4/25/2001	0	2001-055171-000-00-RS	 	 JOSE ZUNIGA	NONE	279 SAN FERNANDO ST   (B)	B			70	Demolition		0	0	0	0	824235	N	N	N	NNNN
9240	676-02-016	4/25/2001	81	2001-055108-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1772 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	824061	N	N	N	NNNN
9240	676-02-016	4/25/2001	80	2001-055105-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1766 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	824060	N	N	N	NNNN
0		4/25/2001	0	2001-055147-000-00-CI	 	  	NONE	4400 1ST ST   (E)	E			140	New Construction	328	0	0	0	0	819316	N	N	Y	NNNN
9240	676-02-016	4/25/2001	94	2001-055109-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1767 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	805359	N	N	N	NNNN
9240	676-02-016	4/25/2001	93	2001-055107-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1761 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	801607	N	N	N	NNNN
6855	56953024	4/25/2001	25	2001-055173-000-00-RS	 	 JOSE ZUNIGA	NONE	4936 PASEO TRANQUILLO    (E)	E			140	New Construction		0	0	0	0	801606	N	N	N	NNNN
9240	676-02-016	4/25/2001	82	2001-055106-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1778 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	801605	N	N	N	NNNN
9240	676-02-016	4/25/2001	78	2001-055104-000-00-RS	 	PONDERSOSA HOMES II, INC.   	NONE	1754 INDIGO OAK LN   (BEPM)	BPME			140	New Construction		0	0	0	0	801603	N	N	N	NNNN
		4/25/2001		2001-053166-002-00-BD	 	NONE	NONE	855 EMBEDDED WY  855 BRANHAM LANE EAST  	E						0	0	0	0	825746	N	N	N	NNNN
6741	23706080	4/25/2001	10	2001-055145-000-00-CI	 	 JOSE ZUNIGA	NONE	844 JURY CT   (B)	B						0	0	0	0	824240	N	N	Y	NNNN
2853	43952034	4/25/2001	19	2001-055138-000-00-RS	 	  	NONE	1346 ROBSHEAL DR   (BEPM)	BPME						0	0	0	0	824236	N	N	N	NNNN
		4/25/2001		2001-072616-000-00-BD	 	NONE	NONE	532 COE AV 	BPME						0	0	0	0	824086	N	N	N	NNNN
		4/25/2001		2001-055135-001-00-BD	 	NONE	NONE	6184 COTTLE RD 	P						0	0	0	0	824066	N	N	N	NNNN
		4/25/2001		2001-021385-000-00-BD	 	NONE	NONE	3502 SLOPEVIEW DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824101	N	N	N	NNNN
		4/25/2001		2001-021384-000-00-BD	 	NONE	NONE	818 PESCADERO DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824100	N	N	N	NNNN
		4/25/2001		2001-021383-000-00-BD	 	NONE	NONE	2131 LIMEWOOD DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824099	N	N	N	NNNN
		4/25/2001		2001-021382-000-00-BD	 	NONE	NONE	1536 ALTAMONT AV 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824098	N	N	N	NNNN
		4/25/2001		2001-021381-000-00-BD	 	NONE	NONE	1409 RIDGEWOOD DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824097	N	N	N	NNNN
		4/25/2001		2001-021380-000-00-BD	 	NONE	NONE	2793 AGUA VISTA DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824095	N	N	N	NNNN
		4/25/2001		2001-021379-000-00-BD	 	NONE	NONE	1934 MARTELLO DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824094	N	N	N	NNNN
		4/25/2001		2001-021378-000-00-BD	 	NONE	NONE	1230 GLEN BRAE LN 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824093	N	N	N	NNNN
		4/25/2001		2001-021377-000-00-BD	 	NONE	NONE	623 CAYUGA DR 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824092	N	N	N	NNNN
		4/25/2001		2001-021375-000-00-BD	 	NONE	NONE	7129 MARTWOOD WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824090	N	N	N	NNNN
		4/25/2001		2001-021374-000-00-BD	 	NONE	NONE	5521 BOBBYWOOD AV 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824049	N	N	N	NNNN
		4/25/2001		2001-021367-000-00-BD	 	NONE	NONE	1424 STRAUSS WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824047	N	N	N	NNNN
		4/25/2001		2001-021366-000-00-BD	 	NONE	NONE	2602 MEDIA WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824046	N	N	N	NNNN
		4/25/2001		2001-021364-000-00-BD	 	NONE	NONE	106 HAWTHORNE WY 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824045	N	N	N	NNNN
		4/25/2001		2001-021362-000-00-BD	 	NONE	NONE	176 GEORGE ST 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824043	N	N	N	NNNN
		4/25/2001		2001-021361-000-00-BD	 	NONE	NONE	1564 PARK CREST CT 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	824039	N	N	N	NNNN
		4/25/2001		2001-021368-000-00-BD	 	NONE	NONE	1503 JUARCEYS CT 	P	4054	Online Permits	30	Additions/Alterations		0	0	0	0	818162	N	N	N	NNNN
